Record.ID,Param.A,Param.B,Param.C,Param.D,Param.E,Param.F,Param.G,Param.H,Param.I,Param.J,Param.K,Param.L,Param.M,Param.N,Param.O,Param.P,Param.Q,Dep.Var
2086,2.75805638,1.970485033,5.832421052,0.827889511,16.68102599,10,0.677911869,0,0,0,1,99.55240205,150,18,6.78,0,66,0
2087,2.022671168,0.416923126,0.271062235,0.879749937,10.56764365,1,0.885788893,1,1,1,1,95.09905922,117,11,0.89,0,77,0
2088,2.485051789,4.165848101,1.147817017,0.792853763,16.03940266,5,0.670571176,1,0,1,0,100.4513277,152,18,3.35,0,66,0
2089,1.974723144,2.863234351,0.318703859,0.739918276,6.237634897,6,0.430206435,0,0,1,1,144.8021146,181,6,2.58,0,116,0
2090,2.338116768,4.270895076,9.444512998,0.210932691,13.42035527,3,0.279849307,1,0,1,1,104.7109216,158,15,0.84,0,69,0
2091,1.644840456,2.986493464,3.516003029,0.587390478,5.517566587,5,0.724222305,0,1,0,0,91.24453059,121,6,3.62,0,69,0
2092,2.175072054,4.316655975,4.835690321,0.04893634,6.771985509,8,0.84595478,0,0,0,0,79.4517851,107,7,6.77,0,59,0
2093,2.205387209,4.563807763,0.146692872,0.62361076,17.08186097,1,0.227542173,1,1,0,1,98.77273864,130,18,0.23,0,75,0
2094,2.435010423,1.699743753,4.767082918,0.314886188,2.847024001,8,0.282220821,0,0,0,0,120.1949073,156,4,2.26,0,93,0
2095,2.195115486,0.201839816,0.538847766,0.15272389,17.00337623,4,0.021943768,0,1,0,0,120.6482496,151,17,0.09,0,96,0
2096,1.465516968,2.26482938,3.543482676,0.186500788,14.79529061,3,0.383011661,1,1,1,1,94.19114217,128,16,1.15,0,69,0
2097,1.412988149,0.4895932,6.667992475,0.445954009,27.02923927,7,0.757349572,0,0,1,0,107.3477613,164,28,5.3,1,70,0
2098,1.964952378,3.704943838,6.892148685,0.663061817,5.533401311,3,0.445591966,0,0,1,1,94.79583365,132,6,1.34,0,68,0
2099,2.310771182,1.043700435,2.137434265,0.371129116,11.71868771,7,0.544428175,0,0,0,1,131.7293151,164,13,3.81,0,106,0
2100,2.118912985,0.529491722,3.701896566,0.137772927,14.31903835,3,0.657588285,0,1,1,1,67.37708221,98,15,1.97,0,46,0
2101,1.586032849,1.189746401,0.003637481,0.272083235,12.94537935,3,0.221681204,0,1,0,0,113.2075819,137,15,0.67,0,94,0
2102,1.572486168,3.963647283,6.960000268,0.740027328,20.69169464,2,0.797073402,0,1,1,1,104.5765416,153,21,1.59,1,71,0
2103,2.703899257,0.535821447,1.710207865,0.482004836,7.532550556,6,0.006599525,0,1,0,0,115.5057955,148,9,0.04,0,90,0
2104,1.234588344,4.96751117,2.568805529,0.953323267,13.13550169,8,0.164039953,1,0,1,0,99.95643283,136,13,1.31,0,73,0
2105,1.983370522,2.781985656,0.798953601,0.488079422,14.86195308,5,0.052414012,0,0,1,0,104.0585723,148,15,0.26,0,73,0
2106,1.928854502,0.951983966,1.682577779,0.509078287,19.11527,4,0.675972799,1,1,0,0,111.5419078,150,19,2.7,0,83,0
2107,1.756733388,1.485704288,1.088949474,0.2772103,4.339820475,2,0.715019538,0,1,0,1,137.3162437,154,6,1.43,0,122,0
2108,2.712079435,0.714529438,8.741141574,0.322073467,24.49532043,3,0.020457467,1,1,1,1,114.3375383,159,25,0.06,1,82,0
2109,2.656134127,4.324087095,4.662483567,0.444662107,13.89464494,3,0.725461904,1,0,1,0,85.96740777,132,15,2.18,0,56,0
2110,0.989396608,1.011449965,1.486694811,0.865555823,8.755616097,3,0.889930114,1,0,1,0,75.1958171,114,10,2.67,0,50,0
2111,2.653340739,3.642520605,4.661385064,0.823107005,9.632488425,6,0.679937821,1,0,1,0,102.3808986,144,10,4.08,0,73,0
2112,2.017512553,2.795462457,4.238149302,0.477418559,10.6418215,8,0.106347536,1,1,1,1,88.93227086,125,12,0.85,0,63,0
2113,2.721954852,4.475640931,0.673798901,0.300115843,17.80157173,1,0.72675924,1,0,1,1,87.74162907,126,20,0.73,0,61,0
2114,2.044751394,1.092745639,9.181133688,0.151397537,2.620424469,8,0.205283896,0,1,0,1,128.7828585,157,3,1.64,0,106,0
2115,1.886099118,0.62309542,1.274112213,0.627693817,10.9088029,6,0.66720199,1,0,1,1,99.86936693,135,13,4,0,74,0
2116,1.471534452,4.756148434,4.848464339,0.547081185,3.85080309,9,0.110562131,0,1,1,1,135.1012052,177,4,1,0,103,0
2117,2.162748212,2.803818794,2.34939109,0.243712041,9.597201984,3,0.478755743,0,1,0,0,83.35487054,108,11,1.44,0,64,0
2118,2.678212668,3.886384,0.213077269,0.39063044,9.396104242,1,0.614610409,1,0,0,1,129.8975691,158,11,0.61,0,107,0
2119,1.724246215,1.073666994,7.587701414,0.989873499,7.838860008,7,0.733982225,0,0,0,1,117.7670695,154,10,5.14,0,90,0
2120,2.357539419,0.76910034,3.440010143,0.111899049,12.3860608,8,0.470434189,1,0,0,0,98.73947053,146,14,3.76,0,67,0
2121,1.464911937,1.910468733,9.256519192,0.697943978,20.61918174,2,0.169336092,0,1,1,1,105.2538934,152,22,0.34,1,73,0
2122,2.953467031,3.702731419,1.461558596,0.842751589,19.53313683,2,0.580175232,1,1,1,1,103.2831946,154,20,1.16,0,69,0
2123,1.531711996,4.067232438,0.031006416,0.166352804,20.87914621,6,0.87170572,1,1,0,0,126.5187386,176,23,5.23,0,91,0
2124,2.932987552,4.526937088,3.901802299,0.358260219,4.622398339,9,0.072077763,1,1,1,0,67.94183247,114,6,0.65,0,40,0
2125,1.885689112,0.45248238,0.63442529,0.906971722,20.97949949,9,0.844283567,1,1,0,1,126.0152292,165,22,7.6,0,96,0
2126,1.702082055,1.06983646,0.028287686,0.074996871,9.703903521,10,0.142896462,1,1,0,1,102.9795341,144,10,1.43,0,74,0
2127,1.731006692,0.791757999,6.801854055,0.388124646,25.45877687,4,0.250990779,0,1,0,0,119.41107,169,26,1,0,84,0
2128,2.121257832,3.802712296,4.411921643,0.803462383,22.9692998,9,0.338381509,1,1,1,1,106.6405314,159,23,3.05,1,72,0
2129,2.860470761,1.336547184,0.068273479,0.915520929,3.229310602,3,0.606792468,1,0,1,1,104.2590665,123,5,1.82,0,88,0
2130,2.130903388,1.14344729,5.920217736,0.865046767,15.53494309,3,0.77838589,1,0,1,1,93.93850087,139,17,2.34,0,63,0
2131,2.053813077,0.90196874,9.679851019,0.14109741,3.788458698,10,0.607654821,0,1,1,0,130.1847586,167,4,6.08,0,101,0
2132,2.338637229,2.024962805,0.661957676,0.439586868,16.36833415,8,0.809302388,1,1,1,0,109.1225871,156,17,6.47,0,76,0
2133,2.023518245,2.513076685,8.900810654,0.405149444,13.78888087,6,0.513671551,0,0,1,1,79.35116395,125,16,3.08,0,50,0
2134,1.549612294,1.248411826,3.142627711,0.097917158,5.275180167,8,0.358916795,0,1,0,0,68.08022589,91,7,2.87,0,51,0
2135,2.587612049,3.168935591,3.338704034,0.228292317,4.023451522,4,0.223095194,0,0,1,1,133.6494352,164,5,0.89,0,109,0
2136,1.58365474,3.457061486,9.468343618,0.219803316,14.3300547,5,0.675549738,0,1,1,0,70.15298896,125,16,3.38,0,39,0
2137,2.491126172,4.090168115,7.442007126,0.173337775,24.5891361,5,0.382338587,1,1,0,1,116.2887306,172,26,1.91,1,79,0
2138,2.014872825,3.402994926,5.078325061,0.753540017,8.911232291,10,0.824362046,0,1,0,1,108.2939529,145,10,8.24,0,81,0
2139,1.476749432,4.308847228,7.601975398,0.31071662,10.57372385,3,0.329967514,1,1,0,0,99.15857346,146,11,0.99,0,67,0
2140,1.58574857,3.102221601,3.101363836,0.674309517,16.27566021,2,0.365725693,0,0,1,0,106.857956,141,17,0.73,0,81,0
2141,2.859394255,1.446782663,9.445137846,0.169344223,13.94288247,2,0.799951816,0,0,0,1,113.7866434,163,16,1.6,0,79,0
2142,1.264688069,3.087166541,0.168302843,0.9462009,16.98527128,1,0.254439576,0,0,1,1,120.4525734,150,18,0.25,0,97,0
2143,1.569310689,4.012801877,7.207720571,0.411303619,12.55522372,5,0.939333156,1,0,0,1,137.8475618,189,14,4.7,0,101,0
2144,1.665307411,1.809783603,0.102054904,0.082819583,10.72170111,7,0.334955644,0,0,1,0,75.02938312,99,13,2.34,0,57,0
2145,1.346377603,4.903312325,0.035055742,0.50985397,8.439501904,1,0.308583493,1,0,0,1,137.5654244,167,9,0.31,0,113,0
2146,2.720033106,2.64689675,0.271860758,0.555243645,19.6922302,4,0.634675292,1,1,1,1,98.40388529,149,21,2.54,0,65,0
2147,2.473906963,3.35745327,4.858796757,0.898813043,15.95942668,10,0.557794093,0,1,1,0,111.9405065,161,18,5.58,1,78,1
2148,1.573709413,0.297938323,8.596390777,0.354435871,10.75982088,2,0.650934294,1,1,0,1,96.57407813,131,12,1.3,0,71,0
2149,2.694626915,1.63289425,3.164896482,0.019195611,4.068901025,10,0.255137993,0,1,1,1,123.8295514,156,5,2.55,0,98,0
2150,2.320263118,0.838817643,1.92942689,0.87635151,14.52341107,7,0.49952269,0,0,1,1,82.05310102,122,15,3.5,0,55,0
2151,2.928704467,0.421785461,2.308841668,0.899870917,19.02634779,6,0.264041568,0,1,1,0,73.04585116,107,20,1.58,0,50,0
2152,2.220574276,4.268041625,0.396201092,0.677396159,11.40949644,2,0.44797569,1,0,0,1,105.8710333,134,13,0.9,0,84,0
2153,2.381898869,0.786561659,3.468153752,0.16213216,5.240444369,3,0.369025907,1,0,1,1,102.7958575,138,7,1.11,0,77,0
2154,2.346590758,1.066075238,1.749856335,0.337431407,19.34460877,7,0.682196413,1,1,0,1,105.896863,146,20,4.78,0,77,0
2155,1.976448168,0.818220761,1.323628172,0.067420577,9.20386078,9,0.528564432,1,1,1,0,141.3990867,185,10,4.76,0,108,0
2156,2.249333687,0.447997487,0.004416882,0.099073334,21.51537615,6,0.367109196,1,0,1,1,106.3883008,143,23,2.2,0,79,0
2157,2.288960076,2.015501087,2.43069269,0.929470656,16.93124407,8,0.005486077,0,0,1,0,92.12867842,129,17,0.04,0,66,0
2158,1.719387818,1.703955589,2.837160565,0.6040968,11.04947557,4,0.349265855,1,0,0,1,97.56531004,139,11,1.4,0,68,0
2159,2.041352361,3.500106201,0.050461671,0.490096743,12.48550929,10,0.418548924,1,0,0,1,100.1213825,141,13,4.19,0,71,0
2160,3.04594047,2.796088244,4.840215177,0.43518116,16.61283307,7,0.483001495,0,0,0,0,117.6602991,158,17,3.38,0,88,0
2161,2.240219564,0.68591205,0.001459739,0.309095697,13.54438767,2,0.323328391,0,0,1,1,100.7658153,124,14,0.65,0,82,0
2162,1.750086296,3.13207426,1.726063892,0.523131577,14.81844627,5,0.624658084,1,1,0,1,85.63058909,129,15,3.12,0,57,0
2163,2.226612419,4.220173895,0.005593405,0.507574202,22.30054852,10,0.766100026,0,1,1,0,118.0859207,161,24,7.66,0,87,0
2164,1.630480816,3.1576869,2.882175027,0.034767229,19.55810138,7,0.027788209,1,0,1,1,92.40389636,146,21,0.19,0,58,0
2165,2.939238218,2.656023634,7.89979978,0.598296715,8.336260286,4,0.235860409,1,1,1,0,133.565801,165,10,0.94,0,108,0
2166,2.335011497,1.064342102,3.080068738,0.53380831,6.563530611,2,0.544650302,0,0,1,1,106.5422642,132,8,1.09,0,86,0
2167,2.407193769,0.869137959,0.394538574,0.838070445,9.88356317,1,0.37113015,1,0,0,1,129.2601249,165,11,0.37,0,101,0
2168,0.997261511,1.384820438,3.909264122,0.753518959,8.573829628,1,0.507176312,0,1,0,1,114.7233494,144,10,0.51,0,91,0
2169,2.748287213,4.076379714,0.661157545,0.737755778,8.997705192,9,0.772510797,0,0,0,1,103.724678,143,9,6.95,0,75,0
2170,0.69271845,4.975303086,0.099973467,0.258289715,19.68686514,5,0.586329622,1,0,1,1,78.86351448,122,20,2.93,0,51,0
2171,1.642387148,3.986221227,4.784044884,0.033686612,6.136762917,2,0.693243148,0,0,0,1,105.2733434,142,8,1.39,0,78,0
2172,1.251305816,1.156134397,0.628819094,0.927728763,8.462609137,9,0.606923082,1,0,0,0,128.1084667,158,10,5.46,0,104,0
2173,1.468251905,2.89568165,8.899715641,0.165294429,21.48655872,7,0.601431311,1,0,0,1,123.1804475,176,23,4.21,1,86,0
2174,2.587355727,2.693099854,0.004825591,0.908410758,6.344553985,7,0.344680911,0,1,1,0,141.041634,174,8,2.41,0,114,0
2175,2.510050123,4.211974115,2.492483768,0.70724166,14.56474026,6,0.060325008,1,1,0,1,113.2687375,150,15,0.36,0,86,0
2176,1.854853049,3.993128154,0.037476436,0.360530586,11.63606265,6,0.143536372,0,0,1,0,82.15930282,117,13,0.86,0,58,0
2177,2.191594526,1.274427379,3.31602949,0.031876357,17.09179613,7,0.472181206,1,1,1,1,105.0090441,158,18,3.31,0,70,0
2178,2.435538092,4.111007942,3.559267234,0.225581861,15.05591413,6,0.485315555,0,1,1,0,88.58133201,133,16,2.91,0,59,0
2179,1.860691878,2.098754736,0.039382675,0.336838111,19.95992187,4,0.953502211,1,0,0,1,96.21060581,136,22,3.81,0,68,0
2180,1.462187902,2.697397147,7.960710718,0.863744164,8.058754733,7,0.059417297,0,0,0,0,119.2184686,153,10,0.42,0,93,0
2181,1.782178002,2.847122383,0.05827772,0.182328385,25.0606882,5,0.460612418,0,1,1,0,87.03914715,142,26,2.3,0,53,0
2182,2.292120636,0.702998374,1.290473619,0.053055449,13.71336176,1,0.676888247,1,1,1,0,112.1753664,136,15,0.68,0,93,0
2183,1.655313006,0.304281904,5.949589701,0.610370381,11.39856433,4,0.031991183,1,0,1,0,112.4152298,146,13,0.13,0,87,0
2184,2.698941776,4.95029466,8.260654124,0.492480541,13.46346945,9,0.421528411,1,0,0,0,114.7885167,175,15,3.79,0,75,0
2185,2.051017756,4.226314072,0.874296087,0.485742725,2.627699922,1,0.796641704,1,0,0,1,91.14004749,111,4,0.8,0,75,0
2186,2.522544593,2.125587762,2.827564052,0.167449151,11.7988614,5,0.196435912,0,1,1,1,82.79459784,112,12,0.98,0,61,0
2187,2.329957434,3.098741871,0.095512638,0.223056678,7.408119435,1,0.665095099,0,0,1,1,100.5292353,127,8,0.67,0,80,0
2188,1.929225072,1.227229166,0.197401588,0.480145864,14.55620299,9,0.843193557,0,1,0,0,103.5458055,142,15,7.59,0,76,0
2189,2.311520832,2.590413185,0.010650373,0.123742231,19.42018481,4,0.571616163,1,0,0,1,52.3283292,102,21,2.29,0,27,0
2190,3.307425844,0.420337055,3.622983556,0.65390254,9.522890796,4,0.615838369,1,0,1,1,94.66946476,130,11,2.46,0,69,0
2191,2.171936062,3.647364946,4.396357467,0.428508055,27.41147403,1,0.371293546,1,0,1,1,152.9371013,201,29,0.37,1,116,0
2192,1.211375874,1.547570822,0.094198027,0.891933934,13.33471817,8,0.724716982,1,0,0,0,97.66878455,136,15,5.8,0,70,0
2193,2.690930741,2.665098302,2.403043234,0.903088315,9.997025951,8,0.803380084,0,1,0,1,108.8163493,146,11,6.43,0,81,0
2194,1.211006794,3.679975046,6.618499476,0.275625491,11.49758491,2,0.43162511,0,0,0,1,124.1277738,163,12,0.86,0,95,0
2195,2.87347967,1.012991783,3.895391297,0.236829146,6.468179527,8,0.850594436,0,1,1,0,109.2683558,136,8,6.8,0,88,0
2196,2.442636532,2.029429057,8.599459045,0.34399123,9.274351156,1,0.706596983,0,0,1,0,72.50728347,116,10,0.71,0,45,0
2197,2.60580617,4.063994854,8.004586408,0.490915119,7.884635396,2,0.754425034,1,0,1,0,132.4014785,170,9,1.51,0,103,0
2198,1.151073209,2.773412333,7.878120714,0.416076265,14.62659582,1,0.633043976,1,1,1,1,105.3014514,158,16,0.63,0,70,0
2199,2.841132624,4.427930541,8.223740231,0.002577609,14.86830013,5,0.889215448,0,0,1,0,111.2904266,163,15,4.45,0,76,0
2200,0.783207848,1.431125993,1.735115826,0.743568012,10.07682865,5,0.135160994,0,0,1,0,117.3614606,150,11,0.68,0,92,0
2201,1.437399378,1.907889062,1.968781354,0.176122307,14.20635263,9,0.857807554,1,1,0,1,100.6921665,140,15,7.72,0,72,0
2202,1.967012703,3.092252051,9.097583677,0.883537271,17.18081422,10,0.072373826,0,1,1,1,111.5419478,172,19,0.72,1,72,1
2203,1.555005712,0.751769593,4.454232541,0.349179367,16.0558334,1,0.332618103,1,0,1,1,126.7110894,161,16,0.33,0,100,0
2204,1.701256379,0.275628347,3.838845209,0.640889413,13.90992907,9,0.875994554,0,1,1,1,124.588441,166,14,7.88,0,94,0
2205,2.250521342,1.685282225,2.21833515,0.077183409,12.16203518,2,0.207807897,0,1,1,0,106.148392,137,13,0.42,0,82,0
2206,1.754255735,0.755205513,8.493479578,0.384113064,13.26869128,4,0.155118719,1,1,0,0,94.20495302,141,14,0.62,0,63,0
2207,1.796069241,0.233722724,0.161729061,0.622442445,15.14166871,5,0.543467355,0,1,1,0,114.0163576,152,16,2.72,0,86,0
2208,1.613837028,2.6757149,5.242333824,0.979989414,11.57998492,7,0.580978729,1,0,0,1,87.2394061,124,14,4.07,0,61,0
2209,1.987538978,3.830203356,0.36712015,0.315045075,1.639566128,9,0.907956016,0,1,1,0,103.3535398,126,2,8.17,0,85,0
2210,2.157645816,4.680920887,0.547426661,0.377863511,8.770568433,9,0.428251126,1,1,0,0,88.76474342,132,10,3.85,0,60,0
2211,1.885728456,1.202724477,1.792466527,0.950322856,5.105821714,4,0.54073356,0,0,1,0,105.5682636,129,6,2.16,0,86,0
2212,3.015823157,4.887098038,1.211335741,0.638977687,12.30759275,8,0.219455581,0,0,1,0,110.1889213,144,14,1.76,0,84,0
2213,2.406580692,0.060579468,5.280121316,0.632198231,16.62537502,1,0.166817845,1,0,0,0,106.6573188,149,18,0.17,0,76,0
2214,2.432775512,1.801995484,9.305763359,0.027662659,16.14541803,7,0.114765315,1,1,0,1,116.1590389,163,17,0.8,0,83,0
2215,1.321077625,2.193506363,8.193427323,0.593350298,12.73463098,6,0.662384739,1,0,1,0,106.4774996,151,14,3.97,0,75,0
2216,2.686524112,2.333119714,8.159685384,0.261651033,5.067028855,1,0.349810235,1,1,1,1,98.42308726,134,6,0.35,0,72,0
2217,2.034520341,3.37537176,5.239809544,0.568367627,20.27080666,3,0.166592546,1,1,1,0,84.2304604,129,21,0.5,0,55,0
2218,2.606646811,1.544459222,0.457680074,0.86274694,15.42499764,2,0.842150411,0,1,0,0,66.65012212,92,16,1.68,0,48,0
2219,2.672505363,3.294517043,0.118691621,0.480419209,26.98608528,1,0.972723844,1,0,0,1,128.5604664,185,28,0.97,0,89,0
2220,1.396299272,0.508484586,0.000121248,0.231489045,11.21604188,5,0.061260877,1,1,1,0,117.3118615,145,13,0.31,0,95,0
2221,2.689587055,3.071431942,6.008853525,0.591594725,18.88926178,2,0.646303439,0,0,0,0,106.5270112,149,20,1.29,0,76,0
2222,2.175913192,1.821695484,0.161563876,0.508255361,31.88943125,10,0.909068329,1,0,1,0,98.87698688,156,32,9.09,0,63,0
2223,2.175203769,4.235129748,0.152087151,0.000117632,26.10876803,5,0.805835439,0,0,0,0,98.52975849,156,27,4.03,0,62,0
2224,1.479726209,2.350114696,0.774946911,0.387627941,18.73272604,8,0.898755131,0,0,1,0,104.1095523,152,20,7.19,0,71,0
2225,1.918782003,4.248002342,0.175368204,0.533649423,23.14350277,10,0.64740885,1,1,0,0,74.15117238,125,25,6.47,0,44,0
2226,1.778782884,0.560282138,5.570655024,0.012444403,31.29951883,9,0.460440625,0,1,1,0,97.41861253,156,31,4.14,1,61,0
2227,2.197999295,4.895498106,1.844513151,0.793392312,12.82814661,5,0.900656382,0,0,0,1,91.66496019,125,14,4.5,0,67,0
2228,2.35365672,0.02272637,6.562442298,0.107425674,17.97207771,7,0.424578028,1,1,1,1,77.32418318,124,20,2.97,0,48,0
2229,1.145228985,4.652227002,2.724230957,0.31088419,11.77392838,5,0.962207827,1,0,0,0,121.9458852,161,13,4.81,0,92,0
2230,2.451844549,4.048772544,1.298266977,0.553958104,9.146458133,5,0.670784459,1,0,0,1,81.04563835,122,10,3.35,0,54,0
2231,1.628017784,4.819818952,2.96935062,0.188915941,4.307149077,9,0.902825069,1,1,1,1,95.12083249,125,6,8.13,0,72,0
2232,2.147291067,2.641728405,7.778107792,0.232335446,16.81428711,1,0.787950153,0,0,0,1,103.4240066,152,19,0.79,0,70,0
2233,3.213631427,2.575128296,2.234683069,0.422047967,11.06876024,5,0.666716198,1,0,0,0,97.85612584,140,12,3.33,0,68,0
2234,1.08154809,1.646697767,4.570405128,0.3638499,18.35552278,2,0.708257229,1,1,0,1,133.8136768,183,19,1.42,0,98,0
2235,1.314438498,0.363902316,9.170508007,0.719364391,13.79808085,4,0.785037359,1,1,0,0,140.3855748,191,14,3.14,1,103,0
2236,2.416543656,0.56174493,5.968991663,0.850214947,6.074847602,10,0.821643834,0,1,1,1,110.8586865,154,7,8.22,0,80,0
2237,2.472346083,0.555968683,4.989345624,0.390256584,19.54729747,3,0.57942468,0,1,0,0,120.8971101,161,20,1.74,0,91,0
2238,1.483032486,3.961125737,6.610659944,0.67290441,5.267555261,2,0.532380881,1,0,0,1,97.39728695,120,6,1.06,0,79,0
2239,1.794723493,1.03096067,7.51442286,0.850293742,12.00074647,3,0.49286306,0,0,0,0,123.8089517,158,13,1.48,0,97,0
2240,1.865073142,2.659426719,0.018112567,0.939747876,10.00434627,8,0.957065967,1,0,1,1,115.9012383,147,12,7.66,0,91,0
2241,1.544416036,1.400809659,1.432787302,0.587375257,17.11431317,7,0.107217621,0,0,0,1,105.0944552,147,19,0.75,0,75,0
2242,3.080449685,1.995548459,0.189306932,0.808261656,28.68497564,4,0.508596507,1,0,0,1,95.72722831,147,30,2.03,0,62,0
2243,2.322792364,4.92960404,0.318505641,0.548034854,1.463542571,1,0.851633215,0,0,0,0,99.74410782,131,2,0.85,0,76,0
2244,0.971678873,3.242041436,2.990409398,0.810425451,6.63686039,5,0.17974981,1,0,0,0,94.85816935,128,7,0.9,0,70,0
2245,3.427063948,0.78325436,0.002875747,0.455190632,11.99190308,5,0.711935656,0,1,0,0,146.7363416,172,13,3.56,0,125,0
2246,1.520435141,0.821872249,2.966449577,0.959415849,5.336430287,10,0.577364526,0,1,1,1,131.6926935,167,6,5.77,0,104,0
2247,1.289865007,3.622614569,8.274022001,0.496415241,14.55646109,4,0.275416844,0,0,0,0,79.48009823,117,15,1.1,0,54,0
2248,1.111956622,4.552970194,2.645285906,0.045382479,11.26955966,5,0.560610797,0,1,1,0,124.9273174,162,12,2.8,0,96,0
2249,2.019184618,2.431258917,1.271237725,0.167669585,12.55409194,9,0.131424677,0,0,0,0,125.7978051,156,13,1.18,0,101,0
2250,1.70873295,3.087838835,1.812534858,0.844733605,19.8993084,8,0.651873452,1,1,1,1,111.3892552,153,22,5.21,0,81,0
2251,2.050361097,4.561577482,8.795545595,0.245311807,14.76387812,4,0.966208982,1,0,0,0,120.4251294,174,15,3.86,0,83,0
2252,2.062277909,0.287758004,5.847586725,0.667266547,18.04253888,8,0.580732701,1,0,1,0,98.97445809,140,18,4.65,0,70,0
2253,1.619025654,4.54435862,9.607148824,0.40584727,15.77280614,4,0.179101243,1,1,1,0,109.9235859,165,17,0.72,1,73,0
2254,2.369793773,4.643976522,5.797377949,0.119800224,6.630425487,1,0.234393056,0,0,0,0,76.49093835,102,8,0.23,0,57,0
2255,2.101361571,2.042983655,6.435592555,0.901170352,4.009821588,2,0.723639254,1,1,1,0,133.7026629,167,4,1.45,0,107,0
2256,1.80597797,1.342988488,2.703340252,0.655827923,13.56760477,8,0.847093219,1,1,0,1,108.4700506,152,15,6.78,0,77,0
2257,1.471099683,2.582718191,0.02588385,0.110073612,14.90147407,7,0.348083864,1,1,0,1,67.5714746,114,16,2.44,0,40,0
2258,1.958560319,4.112476601,3.590561766,0.154771576,13.84799102,5,0.817253715,1,1,0,1,134.5350222,175,16,4.09,0,103,0
2259,2.183009336,3.164672242,0.001055864,0.663339849,17.95526529,4,0.726890061,1,1,0,0,89.26302812,130,20,2.91,0,61,0
2260,1.59318777,4.067147387,0.868251198,0.803456779,25.07292429,7,0.650889975,1,1,0,0,94.84058216,142,27,4.56,0,63,0
2261,1.075136581,2.794263799,4.64843028,0.160740484,19.59254598,9,0.694633844,0,0,0,1,140.0317142,187,21,6.25,0,105,0
2262,1.799346593,2.02118912,0.948394465,0.158718506,10.00699363,2,0.436129497,0,0,0,0,103.0466074,129,12,0.87,0,82,0
2263,1.976035536,2.039636,0.35893536,0.222102005,13.03118376,7,0.133159248,1,1,1,1,103.7829865,152,14,0.93,0,71,0
2264,1.761459211,0.317953316,3.999986018,0.94342659,6.189398589,9,0.020242772,0,0,0,0,133.7661916,158,7,0.18,0,113,0
2265,1.590929046,1.0860288,0.848903901,0.280373615,8.642133541,4,0.30707193,1,0,1,0,89.80658246,111,9,1.23,0,73,0
2266,1.504237555,1.631609087,0.067184098,0.980991738,6.469340585,6,0.19256108,0,0,0,0,85.47754194,110,7,1.16,0,66,0
2267,2.107586804,1.653569719,6.148201918,0.044348678,18.9326058,6,0.290308153,0,1,0,1,135.3638703,177,20,1.74,0,104,0
2268,2.823986807,1.984213167,0.229964781,0.316265323,8.301333472,8,0.585646688,0,0,0,1,105.311827,141,9,4.69,0,79,0
2269,1.720890078,3.466146486,0.063687234,0.120795209,20.31897562,4,0.273182406,0,1,0,0,119.4623093,153,20,1.09,0,93,0
2270,1.36663044,0.838679363,0.199059253,0.056438178,10.69639802,4,0.755231877,0,0,1,1,137.0971755,172,12,3.02,0,109,0
2271,1.630218938,3.775060658,1.22650581,0.299367861,4.659593045,4,0.291367779,1,0,0,0,111.8945377,146,6,1.17,0,86,0
2272,1.997303521,1.437494901,0.031652301,0.671188123,3.355988891,3,0.213722301,1,0,1,0,74.68152491,104,3,0.64,0,54,0
2273,2.575758309,0.400096917,0.216734035,0.778237533,8.110657046,5,0.594778372,0,0,1,1,96.73195287,125,8,2.97,0,75,0
2274,2.642920673,1.128647461,1.819528597,0.463767453,14.63977432,5,0.013061566,0,0,0,1,89.11945865,128,15,0.07,0,62,0
2275,2.845082766,2.327451712,0.112185593,0.409592239,17.90745795,6,0.532039038,0,1,0,1,121.8950505,172,19,3.19,0,86,0
2276,2.223898919,2.06710879,6.149295591,0.178142385,20.45692779,10,0.85247736,0,0,1,1,75.8201858,133,22,8.52,0,43,0
2277,1.981967951,2.975881636,0.09402792,0.075185778,10.00066781,3,0.453944468,0,1,0,1,103.5676606,132,10,1.36,0,81,0
2278,1.117929533,2.250928452,3.898264505,0.00717582,12.76624219,5,0.476747758,0,1,1,0,68.79209052,110,14,2.38,0,43,0
2279,2.480703799,4.039068789,7.800035825,0.255646138,9.598394106,7,0.610196392,0,1,0,0,93.75983033,127,11,4.27,0,69,0
2280,2.370199405,2.579208306,5.180195351,0.785398723,17.17946791,5,0.078406216,0,0,1,0,112.8697569,155,18,0.39,0,82,0
2281,0.56823348,1.433222846,0.013399867,0.554909342,13.88583863,3,0.379157474,1,0,0,0,99.96042844,134,16,1.14,0,75,0
2282,1.717248871,0.045034716,7.873684487,0.039698084,10.24139513,4,0.537298501,1,1,1,1,108.6342253,151,11,2.15,0,78,0
2283,2.398533213,4.037021459,1.036514381,0.857605414,5.23409532,3,0.489512887,0,1,1,1,128.33587,161,5,1.47,0,102,0
2284,2.36178412,3.843038079,7.462428904,0.005820001,14.77534856,8,0.871271897,1,1,0,0,119.8982821,173,15,6.97,0,83,0
2285,2.168072686,4.74958146,0.714221688,0.190041909,19.96150502,8,0.862809183,1,1,0,0,148.4155795,197,21,6.9,0,112,0
2286,2.615441719,1.960055438,1.15E-06,0.195893681,7.496917035,5,0.272174113,0,1,1,1,106.2922166,132,9,1.36,0,86,0
